id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
755124,954908,15000,15000,15000, 36 months,0.1399,512.6,C,C3,3 years,OWN,79995,Verified,2011-05-01,Fully Paid,201xx,VA,13.55,0,01-10-2001,2,40,NA,8,0,13029,0.757,26,f,0,0,18453.22673,18453.23,15000,3453.23,0,0,0,2014-06-01,536.98,2016-04-01
755139,954929,7800,7800,7800, 60 months,0.1799,198.03,E,E1,3 years,MORTGAGE,36000,Source Verified,2011-05-01,Charged Off,859xx,AZ,19.77,0,01-11-2002,0,38,NA,8,0,5417,0.287,17,f,0,0,738.57,738.57,162.63,231.55,0,344.39,3.23,2011-08-01,198.03,2011-12-01
755141,954931,6000,6000,6000, 36 months,0.0599,182.51,A,A2,3 years,MORTGAGE,80000,Verified,2011-05-01,Fully Paid,907xx,CA,13.37,0,01-04-1985,0,NA,NA,20,0,13244,0.314,32,f,0,0,6435.601075,6435.6,6000,435.6,0,0,0,2013-01-01,3151.43,2013-02-01
755156,954948,4000,4000,4000, 36 months,0.0849,126.26,A,A5,10+ years,MORTGAGE,156000,Source Verified,2011-05-01,Fully Paid,207xx,MD,10.64,0,01-06-1977,0,29,113,9,1,3715,0.663,20,f,0,0,4545.017619,4545.02,4000,545.02,0,0,0,2014-06-01,148.9,2016-04-01
755161,924765,4800,4800,4800, 60 months,0.2174,131.87,F,F5,2 years,RENT,24000,Source Verified,2011-05-01,Fully Paid,113xx,NY,18.15,0,01-07-2000,2,NA,NA,28,0,6156,0.341,34,f,0,0,7206.450736,7206.45,4800,2406.45,0,0,0,2014-05-01,1532.78,2016-05-01
755169,954961,5000,5000,4975, 60 months,0.1749,125.59,D,D5,2 years,OWN,14400,Not Verified,2011-05-01,Fully Paid,600xx,IL,10.42,0,01-11-2007,2,NA,NA,2,0,410,0.205,5,f,0,0,5144.999923,5119.28,5000,145,0,0,0,2011-08-01,5021.54,2011-08-01
755184,954977,4200,4200,4200, 36 months,0.0599,127.76,A,A2,1 year,MORTGAGE,63096,Not Verified,2011-05-01,Fully Paid,741xx,OK,2.66,0,01-08-1984,1,NA,NA,9,0,6367,0.373,14,f,0,0,4352.831713,4352.83,4200,152.83,0,0,0,2012-01-01,3459.52,2013-02-01
755186,954979,16000,10575,10525, 60 months,0.1399,246.01,C,C3,< 1 year,RENT,83196,Verified,2011-05-01,Charged Off,554xx,MN,15.94,0,01-12-1991,1,NA,NA,10,0,41684,0.749,33,f,0,0,1472.7,1465.74,756.41,716.29,0,0,0,2011-12-01,246.01,2016-05-01
755190,954983,35000,21600,21575, 60 months,0.1929,563.77,E,E4,10+ years,MORTGAGE,108000,Verified,2011-05-01,Fully Paid,450xx,OH,16.81,0,01-03-1995,2,NA,97,10,1,31164,0.624,21,f,0,0,31263.04013,31226.86,21600,9663.04,0,0,0,2014-05-01,12104.25,2016-05-01
755205,954999,2825,2825,2825, 36 months,0.0599,85.93,A,A2,7 years,MORTGAGE,84000,Source Verified,2011-05-01,Fully Paid,740xx,OK,20.06,0,01-03-1989,1,66,NA,11,0,2430,0.088,32,f,0,0,3006.740353,3006.74,2825,181.74,0,0,0,2012-10-01,1718.55,2014-05-01
755206,955000,1000,1000,1000, 60 months,0.1599,24.32,D,D2,10+ years,RENT,33000,Verified,2011-05-01,Charged Off,902xx,CA,20.98,0,01-01-1996,1,NA,NA,10,0,12561,0.89,20,f,0,0,449.68,449.68,220.28,214.41,14.99057197,0,0,2012-11-01,63.64,2016-05-01
755215,955011,27300,20150,20125, 60 months,0.2136,549.22,F,F4,10+ years,RENT,65000,Verified,2011-05-01,Charged Off,076xx,NJ,24.17,0,01-06-1999,1,NA,NA,11,0,18557,0.933,28,f,0,0,8229,8218.8,3239.72,4989.28,0,0,0,2012-08-01,549.22,2016-05-01
755225,955021,16000,16000,16000, 60 months,0.1689,396.7,D,D4,6 years,MORTGAGE,95000,Verified,2011-05-01,Fully Paid,799xx,TX,7.76,0,01-02-1998,1,64,NA,10,0,6795,0.829,22,f,0,0,18920.27913,18920.28,16000,2920.28,0,0,0,2012-08-01,13789.68,2014-07-01
755228,955024,8000,8000,8000, 36 months,0.1299,269.52,C,C1,8 years,OWN,42000,Verified,2011-05-01,Fully Paid,070xx,NJ,23.94,0,01-09-2000,2,38,NA,9,0,3688,0.169,35,f,0,0,9660.144799,9660.14,8000,1660.14,0,0,0,2014-01-01,1580.39,2016-02-01
755241,955037,35000,35000,35000, 36 months,0.1839,1272.2,E,E2,4 years,RENT,108160,Verified,2011-05-01,Fully Paid,926xx,CA,7.84,0,01-08-1990,1,NA,NA,12,0,11943,0.259,25,f,0,0,44790.84183,44790.84,35000,9790.84,0,0,0,2013-08-01,13042.43,2016-05-01
755248,955044,8000,8000,8000, 36 months,0.0749,248.82,A,A4,10+ years,RENT,28000,Not Verified,2011-05-01,Fully Paid,331xx,FL,12.17,0,01-04-2005,0,NA,NA,7,0,8018,0.472,13,f,0,0,8926.502002,8926.5,8000,926.5,0,0,0,2013-11-01,1745.67,2016-01-01
755250,955046,6500,6500,6500, 36 months,0.1099,212.78,B,B3,5 years,MORTGAGE,60000,Not Verified,2011-05-01,Fully Paid,948xx,CA,16.92,0,01-10-2002,0,36,NA,11,0,5113,0.527,18,f,0,0,6559.65,6559.65,6500,59.65,0,0,0,2011-06-01,6560.14,2011-06-01
755294,955096,24000,15350,14825, 60 months,0.1199,341.38,B,B5,10+ years,MORTGAGE,48000,Verified,2011-05-01,Charged Off,106xx,NY,1.25,0,01-07-1990,0,NA,NA,8,0,14284,0.258,20,f,0,0,10923.84,10548.94,7008.38,3915.46,0,0,0,2014-03-01,61.76,2016-04-01
755314,955116,12000,12000,12000, 36 months,0.1599,421.83,D,D2,3 years,MORTGAGE,113000,Not Verified,2011-05-01,Fully Paid,730xx,OK,11.27,2,01-12-1998,3,18,NA,10,0,595,0.076,23,f,0,0,15190.72987,15190.73,12000,3190.73,0,0,0,2014-07-01,413.07,2014-07-01
755317,955120,24000,14850,14850, 36 months,0.0749,461.86,A,A4,4 years,RENT,48000,Source Verified,2011-05-01,Fully Paid,207xx,MD,15.57,0,01-04-1997,0,66,NA,14,0,15596,0.415,21,f,0,0,16626.92546,16626.93,14850,1776.93,0,0,0,2014-06-01,491.02,2014-05-01
755335,955139,35000,23650,23625, 60 months,0.1969,622.51,E,E5,10+ years,MORTGAGE,192000,Verified,2011-05-01,Current,750xx,TX,11.7,0,01-12-1997,3,NA,NA,8,0,19001,0.805,28,f,632,632,36681.94,36643.39,23017.68,13664.26,0,0,0,2016-05-01,622.51,2016-05-01
755405,955209,6400,6400,6400, 60 months,0.1479,151.56,C,C4,2 years,RENT,24600,Source Verified,2011-05-01,Fully Paid,609xx,IL,10.15,0,01-05-2004,2,NA,NA,3,0,3299,0.268,4,f,0,0,7292.154227,7292.15,6400,892.15,0,0,0,2012-10-01,2026.31,2012-10-01
755424,955232,20000,15525,15500, 60 months,0.1689,384.92,D,D4,10+ years,MORTGAGE,74000,Verified,2011-05-01,Fully Paid,841xx,UT,10.98,0,01-11-2004,0,30,NA,8,0,7903,0.247,14,f,0,0,19071.53075,19040.82,15525,3546.53,0,0,0,2012-11-01,12550.69,2012-11-01
755450,955259,13600,13600,13350, 60 months,0.1149,299.04,B,B4,10+ years,MORTGAGE,95000,Not Verified,2011-05-01,Charged Off,917xx,CA,21.73,0,01-05-1988,0,NA,NA,16,0,31849,0.403,44,f,0,0,2989.51,2934.09,1746.09,1243.42,0,0,0,2012-05-01,28.4,2016-05-01
755475,955285,2400,2400,2400, 36 months,0.1649,84.96,D,D3,1 year,RENT,30000,Not Verified,2011-05-01,Fully Paid,189xx,PA,13.24,2,01-05-1999,2,7,NA,2,0,290,0.967,8,f,0,0,3062.382305,3062.38,2400,662.38,0,0,0,2014-06-01,77.94,2014-06-01
755486,955296,17200,17200,17200, 36 months,0.1749,617.43,D,D5,6 years,RENT,90000,Verified,2011-05-01,Fully Paid,928xx,CA,8.53,0,01-08-1998,1,80,115,14,1,13400,0.694,32,f,0,0,22227.46096,22227.46,17200,5027.46,0,0,0,2014-06-01,649.52,2016-03-01
755488,955298,16000,15225,15200, 60 months,0.2025,405.5,F,F1,6 years,RENT,62400,Not Verified,2011-05-01,Charged Off,967xx,HI,17.69,1,01-03-2005,0,22,NA,7,0,11432,0.834,30,f,0,0,7600.88,7588.47,2648.8,4230.25,0,721.83,6.97,2012-11-01,913.59,2013-04-01
755513,955364,4200,4200,4200, 36 months,0.1562,146.88,D,D1,2 years,RENT,35000,Not Verified,2011-05-01,Fully Paid,245xx,VA,9.7,8,01-06-1999,2,15,NA,10,0,478,0.797,19,f,0,0,4850.259801,4850.26,4200,650.26,0,0,0,2012-08-01,2943.57,2016-05-01
755524,955378,3750,3750,3750, 36 months,0.0542,113.1,A,A1,10+ years,MORTGAGE,120000,Not Verified,2011-05-01,Fully Paid,300xx,GA,6.47,1,01-01-1987,0,16,NA,9,0,2320,0.096,32,f,0,0,4062.244454,4062.24,3750,312.24,0,0,0,2014-05-01,108.34,2014-09-01
755533,936210,8000,8000,8000, 60 months,0.1528,191.5,D,D3,8 years,RENT,27600,Verified,2011-05-01,Charged Off,724xx,AR,20.43,0,01-07-2001,1,65,NA,7,0,3725,0.564,20,f,0,0,3060.99,3060.99,1353.74,1306.68,0,400.57,3.47,2012-08-01,191.5,2012-12-01
755537,955392,5650,5650,5650, 60 months,0.1299,128.53,C,C1,10+ years,MORTGAGE,58000,Verified,2011-05-01,Fully Paid,864xx,AZ,18.57,0,01-03-1980,1,34,NA,13,0,22006,0.408,28,f,0,0,6437.080988,6437.08,5650,787.08,0,0,0,2012-09-01,23.31,2015-04-01
755554,955410,9600,9600,9575, 36 months,0.1199,318.82,B,B5,1 year,RENT,35000,Not Verified,2011-05-01,Fully Paid,067xx,CT,12.82,0,01-10-2003,0,69,38,10,1,10862,0.716,22,f,0,0,11493.30958,11463.38,9600,1877.37,15.94000004,0,0,2014-06-01,320.82,2016-04-01
755563,955419,6800,6800,6800, 60 months,0.1649,167.14,D,D3,n/a,MORTGAGE,40000,Verified,2011-05-01,Charged Off,937xx,CA,23.28,0,01-09-1998,1,NA,NA,10,0,38654,0.541,30,f,0,0,2339.27,2339.27,1123.5,1204.7,0,11.07,0,2012-08-01,167.14,2012-08-01
755595,955454,35000,35000,35000, 36 months,0.1649,1238.98,D,D3,10+ years,MORTGAGE,230000,Verified,2011-05-01,Fully Paid,911xx,CA,8.58,1,01-05-1987,2,21,NA,8,0,36512,0.011,28,f,0,0,42939.86694,42939.87,35000,7939.87,0,0,0,2013-04-01,16944.24,2014-03-01
755614,955475,23000,23000,22725, 60 months,0.1749,577.69,D,D5,10+ years,MORTGAGE,49500,Verified,2011-05-01,Fully Paid,432xx,OH,23.52,0,01-03-1998,0,NA,NA,11,0,21918,0.536,24,f,0,0,34657.19993,34242.82,23000,11657.2,0,0,0,2016-05-01,1151.18,2016-05-01
755635,955498,4500,4500,4500, 36 months,0.0849,142.04,A,A5,8 years,MORTGAGE,28000,Not Verified,2011-05-01,Charged Off,273xx,NC,21.56,0,01-05-2001,0,NA,NA,7,0,18309,0.585,11,f,0,0,1285.15,1285.15,1013.79,256.46,14.89650803,0,0,2012-03-01,142.04,2016-05-01
755637,955500,2500,2500,2500, 36 months,0.1199,83.03,B,B5,n/a,MORTGAGE,70000,Not Verified,2011-05-01,Fully Paid,080xx,NJ,8.16,0,01-04-1994,0,69,98,4,1,4419,0.921,9,f,0,0,2988.814452,2988.81,2500,488.81,0,0,0,2014-06-01,83.58,2014-05-01
755647,955511,10000,10000,10000, 36 months,0.1199,332.1,B,B5,10+ years,MORTGAGE,65000,Verified,2011-05-01,Fully Paid,117xx,NY,7.98,0,01-11-1997,0,33,NA,9,0,41038,0.695,21,f,0,0,11955.39921,11955.4,10000,1955.4,0,0,0,2014-06-01,334.26,2014-05-01
755649,955513,3000,3000,2958, 36 months,0.1299,101.07,C,C1,2 years,RENT,36000,Verified,2011-05-01,Charged Off,331xx,FL,20.03,1,01-11-1999,1,15,NA,5,0,3361,0.48,15,f,0,0,1349.14,1295.88,866.99,344.63,14.98459168,122.53,1.23,2012-06-01,101.07,2012-10-01
755651,955515,3000,3000,3000, 60 months,0.1099,65.22,B,B3,< 1 year,OWN,21600,Not Verified,2011-05-01,Charged Off,406xx,KY,22.11,3,01-05-1998,0,12,NA,7,0,7059,0.504,34,f,0,0,2793.06,2793.06,1750.84,857.98,14.97834158,169.26,1.6926,2014-12-01,65.22,2015-02-01
755677,955545,4600,4600,4600, 36 months,0.0849,145.19,A,A5,1 year,RENT,100000,Source Verified,2011-05-01,Fully Paid,296xx,SC,17.1,0,01-03-1994,0,43,NA,6,0,1579,0.125,15,f,0,0,5226.813789,5226.81,4600,626.81,0,0,0,2014-06-01,173.03,2014-05-01
755705,955578,20000,20000,20000, 36 months,0.1059,650.9,B,B2,10+ years,MORTGAGE,70000,Verified,2011-05-01,Fully Paid,235xx,VA,13.78,0,01-07-1994,0,24,NA,8,0,12369,0.419,19,f,0,0,22948.7976,22948.8,20000,2948.8,0,0,0,2013-08-01,1197.5,2013-08-01
755745,955620,10000,10000,10000, 36 months,0.1059,325.45,B,B2,10+ years,RENT,72000,Source Verified,2011-05-01,Fully Paid,800xx,CO,20.72,0,01-01-1995,1,25,NA,10,0,16940,0.694,32,f,0,0,11674.65954,11674.66,10000,1674.66,0,0,0,2014-01-01,1927.64,2016-05-01
755761,941013,2500,2500,2500, 36 months,0.0749,77.76,A,A4,3 years,OWN,26000,Not Verified,2011-05-01,Fully Paid,981xx,WA,1.71,0,01-01-2002,2,NA,NA,5,0,20,0.001,41,f,0,0,2711.059446,2711.06,2500,211.06,0,0,0,2013-01-01,185.08,2015-11-01
755769,955643,18000,18000,17975, 60 months,0.1879,464.86,E,E3,10+ years,RENT,60000,Verified,2011-05-01,Fully Paid,140xx,NY,11.14,0,01-11-1995,1,35,NA,8,0,7345,0.644,21,f,0,0,21668.07599,21637.98,18000,3668.08,0,0,0,2012-08-01,15636.22,2016-05-01
755784,955659,6000,6000,6000, 60 months,0.1349,138.03,C,C2,< 1 year,RENT,36600,Verified,2011-05-01,Charged Off,191xx,PA,24.59,0,01-12-1998,0,73,NA,17,0,14052,0.836,27,f,0,0,3413.39,3413.39,1834.54,1329.34,0,249.51,2.391499998,2013-05-01,138.03,2016-05-01
755817,955696,5000,5000,5000, 60 months,0.1649,122.9,D,D3,9 years,MORTGAGE,28332,Not Verified,2011-05-01,Charged Off,130xx,NY,19.4,0,01-11-1981,2,NA,102,9,1,5788,0.949,20,f,0,0,7245.72,7245.72,2201.12,1974.71,14.96559812,3054.92,523.3364,2014-05-01,50,2016-04-01
755887,955770,9000,9000,9000, 60 months,0.1749,226.06,D,D5,5 years,RENT,99840,Not Verified,2011-05-01,Charged Off,117xx,NY,11.69,0,01-04-1990,2,27,NA,6,0,18146,0.903,43,f,0,0,8396.14,8396.14,2052,2226.42,0,4117.72,697.0324,2013-01-01,226.06,2016-04-01
755904,955789,9600,9600,9600, 60 months,0.1149,211.09,B,B4,7 years,RENT,52000,Not Verified,2011-05-01,Charged Off,895xx,NV,7.2,0,01-03-1986,0,NA,NA,7,0,8296,0.691,11,f,0,0,7217.59,7217.59,5967.48,1042.74,0,207.37,2.64,2013-01-01,30.22,2013-05-01
755916,955801,10000,10000,9975, 60 months,0.1879,258.26,E,E3,3 years,MORTGAGE,55200,Verified,2011-05-01,Fully Paid,853xx,AZ,13.87,0,01-11-1986,0,44,NA,13,0,5260,0.572,22,f,0,0,15234.87578,15196.79,10000,5234.88,0,0,0,2015-10-01,81.43,2016-05-01
755920,955806,15000,15000,15000, 60 months,0.1929,391.51,E,E4,< 1 year,RENT,54000,Source Verified,2011-05-01,Current,957xx,CA,7.16,0,01-11-2002,2,73,NA,9,0,11375,0.754,14,f,393,393,23083.41,23083.41,14607.31,8476.1,0,0,0,2016-05-01,391.51,2016-04-01
755946,955837,8000,8000,8000, 36 months,0.0749,248.82,A,A4,10+ years,RENT,82000,Not Verified,2011-05-01,Fully Paid,902xx,CA,10.67,0,01-11-1993,0,NA,94,11,1,9786,0.416,20,f,0,0,8435.760528,8435.76,8000,435.76,0,0,0,2012-05-01,4446.19,2012-05-01
755968,955863,8000,8000,8000, 36 months,0.1199,265.68,B,B5,6 years,RENT,25000,Not Verified,2011-05-01,Fully Paid,724xx,AR,16.03,0,01-04-1999,0,NA,NA,6,0,11379,0.973,9,f,0,0,9183.083501,9183.08,8000,1183.08,0,0,0,2013-01-01,4401.57,2013-02-01
755983,955882,30000,30000,29950, 36 months,0.1649,1061.99,D,D3,10+ years,MORTGAGE,72357,Verified,2011-05-01,Charged Off,773xx,TX,19.44,2,01-10-1994,3,10,NA,20,0,9254,0.238,48,f,0,0,17032.97,17003.8,10719.02,5207.88,0,1106.07,11.38,2012-10-01,35.09,2013-02-01
756020,955923,15000,15000,15000, 36 months,0.1059,488.18,B,B2,9 years,RENT,105000,Not Verified,2011-05-01,Fully Paid,950xx,CA,7.55,0,01-08-2005,1,NA,NA,6,0,6056,0.19,9,f,0,0,16278.95612,16278.96,15000,1278.96,0,0,0,2012-06-01,20.24,2012-06-01
756040,955255,5750,5750,5750, 36 months,0.0999,185.51,B,B1,3 years,RENT,147750,Source Verified,2011-05-01,Fully Paid,117xx,NY,7.63,0,01-07-1999,0,NA,NA,7,0,466,0.141,10,f,0,0,6685.675185,6685.68,5750,920.68,15.00000002,0,0,2014-03-01,751.92,2016-05-01
756041,955946,12000,12000,12000, 60 months,0.1799,304.66,E,E1,10+ years,MORTGAGE,52000,Source Verified,2011-06-01,Fully Paid,117xx,NY,3.85,0,01-05-2001,3,80,NA,6,0,5023,0.761,12,f,0,0,18267.56997,18267.57,12000,6267.57,0,0,0,2016-04-01,901.95,2016-04-01
756045,955950,3600,3600,3600, 60 months,0.1099,78.26,B,B3,3 years,MORTGAGE,35000,Source Verified,2011-05-01,Charged Off,317xx,GA,17.42,0,01-03-2003,0,53,NA,6,0,0,0,14,f,0,0,1169.4,1169.4,721.9,447.5,0,0,0,2012-08-01,78.26,2016-05-01
756050,955956,2000,2000,2000, 36 months,0.0999,64.53,B,B1,5 years,RENT,47340,Source Verified,2011-05-01,Fully Paid,026xx,MA,5.83,0,01-01-1990,0,55,NA,5,0,11284,0.742,11,f,0,0,2322.870492,2322.87,2000,322.87,0,0,0,2014-06-01,71.36,2014-05-01
756072,955981,4000,4000,4000, 36 months,0.1099,130.94,B,B3,10+ years,MORTGAGE,96000,Source Verified,2011-05-01,Fully Paid,882xx,NM,2.05,1,01-04-1993,0,20,NA,13,0,2444,0.089,44,f,0,0,4499.752028,4499.75,4000,499.75,0,0,0,2012-11-01,2409.43,2012-11-01
756075,955984,4000,4000,4000, 36 months,0.0849,126.26,A,A5,2 years,RENT,75000,Source Verified,2011-05-01,Fully Paid,200xx,DC,6.8,0,01-08-2001,0,NA,NA,4,0,7785,0.537,11,f,0,0,4229.337576,4229.34,4000,229.34,0,0,0,2012-03-01,3225.55,2014-09-01
756112,956024,8000,8000,8000, 36 months,0.1399,273.39,C,C3,4 years,RENT,45000,Source Verified,2011-05-01,Charged Off,066xx,CT,13.65,0,01-12-2006,2,NA,NA,10,0,3926,0.389,13,f,0,0,4913.45,4913.45,3357.77,1279.83,0,275.85,2.77,2012-11-01,273.39,2013-03-01
756117,956029,17000,17000,16975, 60 months,0.1649,417.85,D,D3,10+ years,MORTGAGE,100000,Verified,2011-05-01,Charged Off,400xx,KY,23.59,0,01-01-1999,1,NA,NA,17,0,42622,0.548,47,f,0,0,4595.42,4588.69,2164.48,2416.36,0,14.58,0,2012-05-01,417.85,2016-05-01
756153,956066,1300,1300,1300, 60 months,0.1059,28.01,B,B2,10+ years,RENT,66000,Source Verified,2011-05-01,Fully Paid,282xx,NC,27.69,0,01-10-1985,0,NA,NA,18,0,60673,0.417,42,f,0,0,1366.619918,1366.62,1300,66.62,0,0,0,2011-11-01,1227.52,2011-11-01
756171,956085,16800,10575,10575, 60 months,0.1479,250.42,C,C4,< 1 year,MORTGAGE,80000,Source Verified,2011-05-01,Fully Paid,707xx,LA,20.18,0,01-09-2000,2,NA,NA,13,0,26624,0.8,36,f,0,0,14842.01001,14842.01,10575,4267.01,0,0,0,2015-07-01,2831.93,2016-05-01
756173,956087,12000,12000,12000, 60 months,0.1929,313.21,E,E4,10+ years,MORTGAGE,168000,Not Verified,2011-05-01,Current,234xx,VA,1.95,3,01-05-1998,1,4,NA,7,0,3785,0.794,14,f,334,334,18511.97,18511.97,11666.07,6798.92,46.98,0,0,2016-05-01,313.21,2016-05-01
756199,956114,24000,15750,15500, 60 months,0.1059,339.24,B,B2,4 years,MORTGAGE,90000,Verified,2011-05-01,Fully Paid,334xx,FL,21.31,0,01-01-1989,0,NA,NA,10,0,35492,0.603,26,f,0,0,20035.58001,19717.55,15750,4285.58,0,0,0,2015-03-01,5153.97,2016-04-01
756200,940339,18000,11325,11275, 60 months,0.1929,295.59,E,E4,7 years,MORTGAGE,60000,Verified,2011-05-01,Fully Paid,300xx,GA,16.46,0,01-12-1998,3,NA,NA,4,0,3935,0.874,9,f,0,0,13865.32719,13804.11,11325,2525.33,14.99999995,0,0,2012-08-01,9736.29,2016-05-01
756203,956117,5000,5000,5000, 60 months,0.1799,126.94,E,E1,< 1 year,MORTGAGE,37000,Not Verified,2011-05-01,Current,186xx,PA,11.58,0,01-03-1997,1,75,NA,9,0,13619,0.879,20,f,135,135,7471.22,7471.22,4865.44,2605.78,0,0,0,2016-05-01,126.94,2016-05-01
756260,949279,4000,4000,3975, 60 months,0.1399,93.06,C,C3,2 years,RENT,21996,Source Verified,2011-05-01,Fully Paid,920xx,CA,0.55,0,01-02-2007,1,NA,NA,3,0,448,0.172,6,f,0,0,4929.933193,4899.12,4000,929.93,0,0,0,2013-04-01,2885.86,2013-04-01
756269,940020,25000,16275,16175, 36 months,0.0849,513.69,A,A5,7 years,OWN,74360,Verified,2011-05-01,Fully Paid,082xx,NJ,24.84,0,01-03-1982,1,NA,NA,8,0,22840,0.353,22,f,0,0,17696.85033,17588.11,16275,1421.85,0,0,0,2012-08-01,10532.7,2012-09-01
756297,956222,4000,4000,4000, 36 months,0.1299,134.76,C,C1,1 year,RENT,75250,Not Verified,2011-05-01,Fully Paid,100xx,NY,4.74,1,01-10-2001,0,23,NA,6,0,6082,0.751,19,f,0,0,4451.840153,4451.84,4000,451.84,0,0,0,2012-05-01,2971.87,2015-12-01
756300,956224,4000,4000,4000, 36 months,0.1149,131.89,B,B4,3 years,RENT,30000,Source Verified,2011-05-01,Fully Paid,605xx,IL,22.32,0,01-11-2004,1,55,NA,9,0,3224,0.35,13,f,0,0,4747.826411,4747.83,4000,747.83,0,0,0,2014-06-01,143.04,2015-02-01
756326,956254,27050,27050,27050, 36 months,0.1562,945.94,D,D1,5 years,RENT,73200,Verified,2011-05-01,Fully Paid,844xx,UT,24.38,0,01-02-1995,0,79,NA,21,0,52935,0.647,45,f,0,0,28496.86571,28496.87,27050,1446.87,0,0,0,2012-01-01,4719.57,2016-04-01
756327,956255,5400,5400,5400, 36 months,0.1479,186.64,C,C4,< 1 year,RENT,75000,Source Verified,2011-05-01,Fully Paid,850xx,AZ,11.68,0,01-08-1998,1,NA,NA,13,0,4845,0.4,20,f,0,0,6144.392319,6144.39,5400,744.39,0,0,0,2012-07-01,3906.32,2016-05-01
756328,956256,11000,11000,11000, 36 months,0.1149,362.69,B,B4,4 years,RENT,68000,Not Verified,2011-05-01,Fully Paid,914xx,CA,15.12,0,01-07-2006,0,NA,NA,10,0,7063,0.376,20,f,0,0,12748.31197,12748.31,11000,1748.31,0,0,0,2013-06-01,3567.91,2016-04-01
756333,956261,5000,5000,5000, 60 months,0.1349,115.03,C,C2,2 years,RENT,46800,Source Verified,2011-05-01,Fully Paid,956xx,CA,2.49,0,01-09-2005,2,NA,NA,3,0,44,0.006,4,f,0,0,5990.156242,5990.16,5000,990.16,0,0,0,2013-01-01,3809.93,2013-02-01
756383,956323,5000,5000,5000, 36 months,0.0599,152.09,A,A2,6 years,MORTGAGE,35000,Not Verified,2011-05-01,Fully Paid,707xx,LA,14.37,0,01-09-1997,0,74,NA,17,0,2550,0.113,59,f,0,0,5475.123316,5475.12,5000,475.12,0,0,0,2014-06-01,154.29,2016-05-01
756402,956344,6000,6000,6000, 36 months,0.0849,189.38,A,A5,6 years,MORTGAGE,70000,Source Verified,2011-05-01,Charged Off,226xx,VA,23.52,0,01-02-1998,0,NA,NA,8,0,18365,0.835,31,f,0,0,6060.16,6060.16,5233.55,802.35,0,24.26,0,2014-01-01,378.76,2016-05-01
756420,956364,13200,13200,13153, 36 months,0.1199,438.37,B,B5,6 years,MORTGAGE,40000,Verified,2011-05-01,Fully Paid,329xx,FL,24.72,0,01-04-1999,1,78,NA,8,0,13757,0.601,19,f,0,0,15781.14111,15718.89,13200,2581.14,0,0,0,2014-06-01,440.81,2014-05-01
756429,956373,3000,3000,3000, 36 months,0.0699,92.62,A,A3,7 years,RENT,78000,Not Verified,2011-05-01,Fully Paid,606xx,IL,19.46,0,01-01-1992,1,NA,NA,14,0,12234,0.532,47,f,0,0,3334.223173,3334.22,3000,334.22,0,0,0,2014-06-01,97.08,2016-05-01
756435,956380,6000,6000,6000, 36 months,0.1199,199.26,B,B5,2 years,OWN,19200,Source Verified,2011-05-01,Fully Paid,492xx,MI,14.19,0,01-09-2006,3,NA,NA,6,0,3419,0.814,15,f,0,0,7173.239531,7173.24,6000,1173.24,0,0,0,2014-06-01,200.45,2015-04-01
756455,956400,1200,1200,1200, 36 months,0.0749,37.33,A,A4,3 years,RENT,16200,Not Verified,2011-05-01,Fully Paid,061xx,CT,12.22,0,01-02-2005,1,NA,NA,5,0,512,0.205,5,f,0,0,1343.556219,1343.56,1200,143.56,0,0,0,2014-06-01,40.67,2014-12-01
756456,956401,20000,20000,19725, 60 months,0.1349,460.1,C,C2,10+ years,MORTGAGE,45000,Verified,2011-05-01,Fully Paid,806xx,CO,11.07,0,01-03-2002,0,69,NA,10,0,13566,0.412,21,f,0,0,23262.90709,22943.05,20000,3262.91,0,0,0,2012-10-01,16371.76,2016-05-01
756472,956419,1800,1800,1800, 60 months,0.1149,39.58,B,B4,10+ years,RENT,27000,Not Verified,2011-05-01,Charged Off,066xx,CT,16.44,0,01-03-1987,0,NA,NA,5,0,9816,0.785,20,f,0,0,313.68,313.68,183.14,130.54,0,0,0,2012-02-01,39.58,2016-04-01
756478,956426,5000,5000,5000, 60 months,0.1399,116.32,C,C3,2 years,MORTGAGE,78000,Verified,2011-05-01,Fully Paid,871xx,NM,17.22,0,01-05-1982,1,NA,95,13,1,8981,0.611,26,f,0,0,6871.54,6871.54,5000,1871.54,0,0,0,2015-05-01,1525.62,2016-02-01
756482,956420,7000,7000,6975, 36 months,0.0542,211.12,A,A1,10+ years,MORTGAGE,60000,Not Verified,2011-05-01,Fully Paid,064xx,CT,11.4,0,01-09-1987,0,NA,NA,10,0,10564,0.167,18,f,0,0,7600.276335,7573.13,7000,600.28,0,0,0,2014-06-01,224.51,2014-05-01
